FrameTime_ms
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
40.712
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
41.539
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.413
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
7.365
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
5.394
6.498
6.498
6.498
6.498
6.498
6.498
6.498
6.498
6.498
6.498
6.498
6.498
6.498
6.498
6.498
6.498
6.498
6.498
6.498
6.498
6.498
6.498
