FrameTime_ms
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
18.087
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
9.609
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
5.372
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
4.87
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
3.85
5.856
5.856
5.856
5.856
5.856
5.856
5.856
5.856
5.856
5.856
5.856
5.856
5.856
5.856
5.856
5.856
5.856
5.856
5.856
5.856
5.856
5.856
